claim_id|claim_number|policy_id|loss_date|fnol_date|reported_date|peril_type|loss_description|claim_status|reserve_amount|settlement_amount|close_date|adjuster_id|adjuster_notes|subrogation_flag|fraud_flag|cat_event_name|litigation_flag|created_date|modified_date
CLM00000122|CLM-2024-8701393|POL0004788|2024-03-25|2024-03-31|2024-03-31|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Under Review|82209.5|||ADJ8730||N|N||N|2024-03-31|2024-06-29
CLM00000123|CLM-2024-2510251|POL0000770|2019-11-01|2019-11-17|2019-11-17|Fire|Fire related loss reported by policyholder|Closed|112392.27|63057.59|2020-07-05|ADJ3677|Initial inspection completed. Damage confirmed.|N|N||N|2019-11-17|2020-04-18
CLM00000124|CLM-2024-8490466|POL0004430|2021-12-08|2022-01-11|2022-01-11|Fire|Fire related loss reported by policyholder|Closed|133231.11|47495.37|2022-03-31|ADJ1671||N|N||N|2022-01-11|2022-01-31
CLM00000125|CLM-2024-1856184|POL0003670|2021-02-08|2021-02-23|2021-02-23|Flood|Flood related loss reported by policyholder|Settled|108247.46|39898.93|2021-12-31|ADJ3322|Initial inspection completed. Damage confirmed.|N|N||N|2021-02-23|2021-05-03
CLM00000126|CLM-2024-6107939|POL0002230|2024-01-30|2024-03-04|2024-03-04|Equipment Breakdown|Equipment Breakdown related loss reported by policyholder|Settled|82378.66|89627.48|2025-02-12|ADJ4794|Initial inspection completed. Damage confirmed.|Y|N||N|2024-03-04|2024-08-02
CLM00000127|CLM-2024-9223335|POL0000354|2024-06-28|2024-07-05|2024-07-05|Hit and Run|Hit and Run related loss reported by policyholder|Open|49774.89|||ADJ3455|Awaiting appraisal.|N|N||N|2024-07-05|2024-07-23
CLM00000128|CLM-2024-9425101|POL0003307|2022-09-01|2022-09-17|2022-09-17|Collision|Collision related loss reported by policyholder|Closed|125898.94|74785.86|2023-01-04|ADJ5093||Y|N||N|2022-09-17|2022-09-24
CLM00000129|CLM-2024-6290060|POL0001438|2021-05-24|2021-05-26|2021-05-26|Flood|Flood related loss reported by policyholder|Under Review|114476.33|||ADJ2037|Initial inspection completed. Damage confirmed.|Y|N||Y|2021-05-26|2021-08-23
CLM00000130|CLM-2024-3168610|POL0000228|2024-10-17|2024-10-19|2024-10-19|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Open|110988.1|||ADJ7100|Documentation pending.|N|N||N|2024-10-19|2024-10-23
CLM00000131|CLM-2024-8895484|POL0002412|2024-02-02|2024-03-13|2024-03-13|Vandalism|Vandalism related loss reported by policyholder|Withdrawn|82137.17|||ADJ1342|Documentation pending.|Y|N||N|2024-03-13|2024-09-03
CLM00000132|CLM-2024-7558155|POL0000814|2020-02-12|2020-03-02|2020-03-02|Theft/Burglary|Theft/Burglary related loss reported by policyholder|Closed|8284.77|3894.73|2020-08-01|ADJ9834|Awaiting appraisal.|N|N||N|2020-03-02|2020-06-22
CLM00000133|CLM-2024-2013443|POL0002889|2020-06-09|2020-07-13|2020-07-13|Cyber Incident|Cyber Incident related loss reported by policyholder|Denied|12899.28|||ADJ6989|Documentation pending.|Y|N||N|2020-07-13|2020-09-02
CLM00000134|CLM-2024-4364852|POL0004081|2021-02-03|2021-03-01|2021-03-01|Vandalism|Vandalism related loss reported by policyholder|Closed|141998.47|145043.19|2021-12-25|ADJ8111||N|N||N|2021-03-01|2021-08-08
CLM00000135|CLM-2024-1557127|POL0002221|2020-02-18|2020-07-10|2020-07-10|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Closed|26342.46|14145.85|2021-07-12|ADJ4962||N|N||N|2020-07-10|2020-12-18
CLM00000136|CLM-2024-1124992|POL0001221|2024-06-26|2024-10-07|2024-10-07|Vandalism|Vandalism related loss reported by policyholder|Under Review|130841.52|||ADJ6327||N|N||N|2024-10-07|2025-01-17
CLM00000137|CLM-2024-5644094|POL0002583|2021-09-06|2021-09-23|2021-09-23|Theft|Theft related loss reported by policyholder|Closed|63899.83|51378.47|2022-02-22|ADJ6551|Third party involved.|N|N||N|2021-09-23|2021-10-24
CLM00000138|CLM-2024-3898244|POL0004135|2023-03-23|2023-03-27|2023-03-27|Comprehensive|Comprehensive related loss reported by policyholder|Under Review|26352.74|||ADJ4135|Third party involved.|N|N||N|2023-03-27|2023-04-05
CLM00000139|CLM-2024-7785354|POL0002024|2021-04-26|2021-05-06|2021-05-06|Vandalism|Vandalism related loss reported by policyholder|Closed|100162.55|43972.94|2022-10-18|||N|N||N|2021-05-06|2021-05-17
CLM00000140|CLM-2024-5143010|POL0004072|2022-10-26|2022-11-28|2022-11-28|Equipment Breakdown|Equipment Breakdown related loss reported by policyholder|Withdrawn|31556.25|||ADJ1200||N|N||N|2022-11-28|2023-05-12
CLM00000141|CLM-2024-5812702|POL0001122|2022-03-20|2022-04-27|2022-04-27|Vandalism|Vandalism related loss reported by policyholder|Withdrawn|127271.07|||ADJ4705||N|N||N|2022-04-27|2022-05-29
CLM00000142|CLM-2024-8564730|POL0000328|2024-03-21|2024-04-17|2024-04-17|Theft|Theft related loss reported by policyholder|Under Review|13111.21||||Awaiting appraisal.|N|N||N|2024-04-17|2024-04-29
CLM00000143|CLM-2024-6655891|POL0002357|2020-12-20|2020-12-21|2020-12-21|Pipe Burst|Pipe Burst related loss reported by policyholder|Pending|130618.48|||ADJ4020|Third party involved.|N|N||N|2020-12-21|2021-05-12
CLM00000144|CLM-2024-4536200|POL0000884|2024-10-26|2024-11-14|2024-11-14|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Withdrawn|108413.17|||ADJ9323||N|N||N|2024-11-14|2025-03-03
CLM00000145|CLM-2024-4664891|POL0003055|2019-11-21|2019-12-17|2019-12-17|Theft|Theft related loss reported by policyholder|Withdrawn|125376.93|||ADJ3536||N|N||Y|2019-12-17|2020-01-26
CLM00000146|CLM-2024-5399496|POL0003921|2020-12-07|2021-01-13|2021-01-13|Theft|Theft related loss reported by policyholder|Settled|106970.21|64048.52|2021-11-25|ADJ6859||N|N||N|2021-01-13|2021-02-08
CLM00000147|CLM-2024-4412829|POL0003292|2021-12-23|2022-01-23|2022-01-23|Flood|Flood related loss reported by policyholder|Settled|7205.33|2175.74|2023-01-28|ADJ6662||N|N||N|2022-01-23|2022-06-17
CLM00000148|CLM-2024-5614686|POL0001147|2024-11-06|2025-01-28|2025-01-28|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Closed|82186.71|43790.37|2025-10-11|||Y|N||N|2025-01-28|2025-04-27
CLM00000149|CLM-2024-2405566|POL0004688|2021-02-23|2021-04-04|2021-04-04|Theft/Burglary|Theft/Burglary related loss reported by policyholder|Withdrawn|5250.96|||ADJ9993||N|N||N|2021-04-04|2021-07-27
CLM00000150|CLM-2024-3215242|POL0003168|2024-01-22|2024-04-05|2024-04-05|Cyber Incident|Cyber Incident related loss reported by policyholder|Under Review|64744.45|||ADJ5398||N|N||N|2024-04-05|2024-08-04
CLM00000151|CLM-2024-2154074|POL0002577|2022-04-13|2022-05-22|2022-05-22|Property Damage|Property Damage related loss reported by policyholder|Open|80798.05|||ADJ5382|Third party involved.|N|N||N|2022-05-22|2022-07-16
CLM00000152|CLM-2024-4292723|POL0003781|2022-07-26|2022-08-21|2022-08-21|Vandalism|Vandalism related loss reported by policyholder|Under Review|74290.94|||ADJ1712||N|N||N|2022-08-21|2022-10-25
CLM00000153|CLM-2024-6891834|POL0001662|2022-08-11|2022-09-01|2022-09-01|Flood|Flood related loss reported by policyholder|Closed|74093.5|45725.73|2023-09-17|ADJ6055||N|N||N|2022-09-01|2022-09-17
CLM00000154|CLM-2024-1619194|POL0000973|2023-11-03|2023-11-22|2023-11-22|Foundation Damage|Foundation Damage related loss reported by policyholder|Withdrawn|1289.56|||||N|N||N|2023-11-22|2024-02-17
CLM00000155|CLM-2024-7196570|POL0003149|2023-07-31|2023-08-26|2023-08-26|Property Damage|Property Damage related loss reported by policyholder|Closed|68882.67|21121.23|2024-11-03|ADJ5696|Documentation pending.|N|N||N|2023-08-26|2023-10-03
CLM00000156|CLM-2024-1907193|POL0002353|2023-11-07|2023-12-19|2023-12-19|Vandalism|Vandalism related loss reported by policyholder|Closed|81275.88|79177.76|2024-11-14|ADJ9689||N|N||N|2023-12-19|2024-03-10
CLM00000157|CLM-2024-5344733|POL0000789|2023-10-11|2024-02-17|2024-02-17|Flood|Flood related loss reported by policyholder|Closed|122815.54|88892.53|2025-02-24|ADJ5473|Documentation pending.|N|N||N|2024-02-17|2024-04-22
CLM00000158|CLM-2024-6430123|POL0003448|2023-11-18|2023-12-06|2023-12-06|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Pending|28570.96|||ADJ1790|Awaiting appraisal.|N|N||N|2023-12-06|2024-03-17
CLM00000159|CLM-2024-7791069|POL0001932|2022-07-23|2022-07-31|2022-07-31|General Liability|General Liability related loss reported by policyholder|Under Review|108648.0|||ADJ8670||N|N||N|2022-07-31|2022-08-17
CLM00000160|CLM-2024-2721563|POL0004254|2023-02-22|2023-04-07|2023-04-07|Wind/Hail|Wind/Hail related loss reported by policyholder|Open|146646.17|||ADJ7750|Third party involved.|N|N||N|2023-04-07|2023-09-07
CLM00000161|CLM-2024-4850979|POL0003155|2023-01-27|2023-03-21|2023-03-21|Flood|Flood related loss reported by policyholder|Closed|54987.12|36393.19|2024-04-07|||N|N||N|2023-03-21|2023-08-14
CLM00000162|CLM-2024-3524845|POL0004684|2021-11-04|2021-11-09|2021-11-09|Wind/Hail|Wind/Hail related loss reported by policyholder|Closed|41382.79|34508.35|2022-11-28|ADJ6291||N|N||N|2021-11-09|2022-02-06
CLM00000163|CLM-2024-2915579|POL0000934|2024-09-22|2024-10-29|2024-10-29|Flood|Flood related loss reported by policyholder|Under Review|143382.09|||ADJ5281||N|N||N|2024-10-29|2025-01-03
CLM00000164|CLM-2024-2825522|POL0002588|2023-06-03|2023-06-09|2023-06-09|Water Damage|Water Damage related loss reported by policyholder|Closed||||ADJ3360|Initial inspection completed. Damage confirmed.|N|N||Y|2023-06-09|2023-07-08
CLM00000165|CLM-2024-6525753|POL0001983|2024-08-03|2024-08-22|2024-08-22|Fire|Fire related loss reported by policyholder|Settled|23030.05|7979.57|2025-07-29|ADJ1390||Y|N||N|2024-08-22|2024-12-15
CLM00000166|CLM-2024-9250719|POL0004103|2020-05-06|2020-06-14|2020-06-14|Hail|Hail related loss reported by policyholder|Settled|65040.17|63194.6|2021-05-20|ADJ5842|Awaiting appraisal.|N|N||N|2020-06-14|2020-11-20
CLM00000167|CLM-2024-4509671|POL0000741|2021-04-29|2021-05-22|2021-05-22|Hit and Run|Hit and Run related loss reported by policyholder|Denied|57874.5|||ADJ1173|Documentation pending.|Y|N||N|2021-05-22|2021-09-27
CLM00000168|CLM-2024-3174093|POL0004875|2023-03-25|2023-04-08|2023-04-08|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Denied|87461.87|||ADJ7736||Y|N||N|2023-04-08|2023-05-14
CLM00000169|CLM-2024-6067032|POL0001403|2020-05-31|2020-07-10|2020-07-10|Business Interruption|Business Interruption related loss reported by policyholder|Closed|118933.57|102969.97|2022-01-01|ADJ5823|Awaiting appraisal.|N|N||N|2020-07-10|2020-12-30
CLM00000170|CLM-2024-4778008|POL0003461|2022-03-10|2022-04-11|2022-04-11|Flood|Flood related loss reported by policyholder|Pending|73056.6|||ADJ6921||N|N||N|2022-04-11|2022-09-30
CLM00000171|CLM-2024-2750462|POL0003113|2019-08-28|2019-09-01|2019-09-01|Fire|Fire related loss reported by policyholder|Closed|141522.86|111596.39|2020-12-09|ADJ2175||N|N||N|2019-09-01|2020-02-22
CLM00000172|CLM-2024-1583011|POL0002145|2020-07-04|2020-08-02|2020-08-02|Vandalism|Vandalism related loss reported by policyholder|Open|786.9|||ADJ5618||N|N||N|2020-08-02|2021-01-20
CLM00000173|CLM-2024-7803210|POL0001696|2020-08-16|2020-09-16|2020-09-16|Equipment Breakdown|Equipment Breakdown related loss reported by policyholder|Withdrawn|132334.94|||ADJ8227|Third party involved.|N|N||N|2020-09-16|2021-01-02
CLM00000174|CLM-2024-2764887|POL0001599|2020-04-14|2020-04-19|2020-04-19|Flood|Flood related loss reported by policyholder|Closed|122164.58|110773.08|2020-08-27|||N|N||N|2020-04-19|2020-08-16
CLM00000175|CLM-2024-7692801|POL0004733|2021-05-19|2021-06-17|2021-06-17|Theft|Theft related loss reported by policyholder|Settled|128633.36|110065.16|2021-11-20|ADJ4894||N|N||N|2021-06-17|2021-11-07
CLM00000176|CLM-2024-6221768|POL0000103|2021-10-09|2021-10-31|2021-10-31|Tree Fall|Tree Fall related loss reported by policyholder|Closed|30190.07|16612.5|2022-07-23|ADJ3413||N|N||N|2021-10-31|2022-02-21
CLM00000177|CLM-2024-4319627|POL0004655|2022-05-15|2022-06-15|2022-06-15|Hit and Run|Hit and Run related loss reported by policyholder|Open|107341.23|||ADJ3389|Awaiting appraisal.|N|N||N|2022-06-15|2022-09-20
CLM00000178|CLM-2024-1173223|POL0003959|2024-01-26|2024-02-24|2024-02-24|Fire|Fire related loss reported by policyholder|Withdrawn|114694.18|||ADJ2079||N|N||N|2024-02-24|2024-03-19
CLM00000179|CLM-2024-3220714|POL0002379|2021-06-20|2021-07-13|2021-07-13|Fire|Fire related loss reported by policyholder|Under Review|44425.59|||ADJ8873||N|N||N|2021-07-13|2021-08-24
CLM00000180|CLM-2024-7749998|POL0000507|2019-04-25|2019-05-27|2019-05-27|Theft|Theft related loss reported by policyholder|Denied|111292.49||||Awaiting appraisal.|Y|N||N|2019-05-27|2019-07-24
CLM00000181|CLM-2024-3129027|POL0004228|2021-01-08|2021-01-31|2021-01-31|Pipe Burst|Pipe Burst related loss reported by policyholder|Closed|7498.44|2719.99|2021-06-21|ADJ3565||N|N||N|2021-01-31|2021-07-10
CLM00000182|CLM-2024-3558062|POL0000992|2023-01-30|2023-03-06|2023-03-06|Vandalism|Vandalism related loss reported by policyholder|Open|149255.14|||ADJ6080|Third party involved.|N|N||N|2023-03-06|2023-04-01
CLM00000183|CLM-2024-5743376|POL0002215|2021-01-14|2021-02-13|2021-02-13|Vandalism|Vandalism related loss reported by policyholder|Withdrawn|30649.94|||ADJ5301||N|N||Y|2021-02-13|2021-03-27
CLM00000184|CLM-2024-6776646|POL0000559|2022-02-25|2022-03-31|2022-03-31|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Settled|679.38|474.17|2022-07-24|ADJ4162||Y|N||N|2022-03-31|2022-08-09
CLM00000185|CLM-2024-5072117|POL0003123|2021-07-04|2021-08-13|2021-08-13|Theft|Theft related loss reported by policyholder|Settled|21715.2|6887.58|2022-03-18|ADJ1289||N|N||N|2021-08-13|2021-11-13
CLM00000186|CLM-2024-3342978|POL0001124|2019-08-27|2019-10-08|2019-10-08|Tree Fall|Tree Fall related loss reported by policyholder|Closed|125957.31|101967.18|2019-12-12|ADJ5601||Y|N||N|2019-10-08|2019-11-23
CLM00000187|CLM-2024-7098857|POL0001847|2020-08-13|2020-08-26|2020-08-26|Comprehensive|Comprehensive related loss reported by policyholder|Open|29518.87|||ADJ6911|Documentation pending.|N|N||N|2020-08-26|2020-11-24
CLM00000188|CLM-2024-9513281|POL0002654|2018-10-11|2018-11-23|2018-11-23|Theft|Theft related loss reported by policyholder|Under Review|111669.01|||ADJ7274||N|N||Y|2018-11-23|2018-12-03
CLM00000189|CLM-2024-3600064|POL0001052|2022-04-18|2022-04-26|2022-04-26|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Closed|96143.19|85606.47|2023-05-01|ADJ7056|Third party involved.|N|N||N|2022-04-26|2022-06-25
CLM00000190|CLM-2024-5819264|POL0004564|2022-03-07|2022-03-07|2022-03-07|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Denied|119777.24|||ADJ7361|Awaiting appraisal.|N|N||N|2022-03-07|2022-08-01
CLM00000191|CLM-2024-4344701|POL0001587|2023-07-13|2023-10-19|2023-10-19|Wind/Hail|Wind/Hail related loss reported by policyholder|Open|24481.04|||ADJ5473|Initial inspection completed. Damage confirmed.|Y|N||N|2023-10-19|2024-04-09
CLM00000192|CLM-2024-3535186|POL0002650|2018-11-30|2019-01-03|2019-01-03|Lightning|Lightning related loss reported by policyholder|Closed|135747.97|104087.92|2019-05-12|ADJ2985||N|N||N|2019-01-03|2019-05-30
CLM00000193|CLM-2024-7570645|POL0000457|2024-08-23|2024-09-22|2024-09-22|Vandalism|Vandalism related loss reported by policyholder|Denied|40856.94|||ADJ9067||N|N||N|2024-09-22|2024-10-24
CLM00000194|CLM-2024-7901217|POL0001230|2023-10-19|2024-02-12|2024-02-12|Collision|Collision related loss reported by policyholder|Closed|42041.97|36403.8|2025-04-20|ADJ3409||N|N||N|2024-02-12|2024-04-19
CLM00000195|CLM-2024-5286313|POL0003097|2024-08-27|2024-09-30|2024-09-30|Fire|Fire related loss reported by policyholder|Settled|104852.72|101686.6|2025-06-25|ADJ4871||Y|N||N|2024-09-30|2024-12-29
CLM00000196|CLM-2024-6785391|POL0004769|2022-05-13|2022-06-02|2022-06-02|Hit and Run|Hit and Run related loss reported by policyholder|Closed|97275.18|55207.02|2022-10-30|ADJ2382|Awaiting appraisal.|N|N||N|2022-06-02|2022-11-01
CLM00000197|CLM-2024-3203933|POL0001755|2022-06-24|2022-06-28|2022-06-28|Hail|Hail related loss reported by policyholder|Pending|96320.49|||ADJ2674|Awaiting appraisal.|N|N||N|2022-06-28|2022-10-21
CLM00000198|CLM-2024-6332040|POL0004612|2020-09-07|2020-12-06|2020-12-06|Theft|Theft related loss reported by policyholder|Under Review|55028.22|||ADJ5546|Third party involved.|Y|N||N|2020-12-06|2021-04-13
CLM00000199|CLM-2024-2807209|POL0001235|2019-06-10|2019-06-14|2019-06-14|Vandalism|Vandalism related loss reported by policyholder|Pending|85793.92|||ADJ7486||N|N||N|2019-06-14|2019-08-23
CLM00000200|CLM-2024-4891627|POL0002043|2022-11-18|2022-11-25|2022-11-25|Flood|Flood related loss reported by policyholder|Under Review|61778.14|||ADJ9609|Documentation pending.|Y|N||N|2022-11-25|2023-01-30
CLM00000201|CLM-2024-2552593|POL0001825|2021-08-23|2021-08-26|2021-08-26|Theft/Burglary|Theft/Burglary related loss reported by policyholder|Closed|48368.79|19707.8|2021-09-06|ADJ7520||N|N||N|2021-08-26|2021-10-15
CLM00000202|CLM-2024-5084692|POL0003830|2021-08-03|2021-08-12|2021-08-12|Equipment Breakdown|Equipment Breakdown related loss reported by policyholder|Withdrawn|104280.05||||Initial inspection completed. Damage confirmed.|N|N||N|2021-08-12|2022-01-08
CLM00000203|CLM-2024-8897491|POL0001013|2021-01-17|2021-02-13|2021-02-13|Wind/Hail|Wind/Hail related loss reported by policyholder|Closed|127025.03|120665.47|2022-01-22|ADJ4771||Y|N||N|2021-02-13|2021-04-04
CLM00000204|CLM-2024-1090037|POL0000670|2021-10-03|2021-10-05|2021-10-05|Vandalism|Vandalism related loss reported by policyholder|Closed|80606.27|50541.96|2022-03-16|ADJ8893||Y|N||N|2021-10-05|2022-01-22
CLM00000205|CLM-2024-1672620|POL0004529|2021-12-31|2022-01-15|2022-01-15|Equipment Breakdown|Equipment Breakdown related loss reported by policyholder|Denied|94303.29|||ADJ6825||Y|N||N|2022-01-15|2022-01-28
CLM00000206|CLM-2024-3832516|POL0002408|2021-12-25|2022-01-14|2022-01-14|Equipment Breakdown|Equipment Breakdown related loss reported by policyholder|Closed|22334.37|14835.21|2022-03-22|ADJ7972|Third party involved.|N|N||N|2022-01-14|2022-04-29
CLM00000207|CLM-2024-7297536|POL0003827|2022-08-25|2022-10-02|2022-10-02|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Withdrawn|116226.08|||ADJ6876|Awaiting appraisal.|N|N||N|2022-10-02|2022-10-19
CLM00000208|CLM-2024-6067378|POL0000563|2021-11-26|2022-03-29|2022-03-29|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Open|25524.9|||ADJ2260||Y|N||Y|2022-03-29|2022-05-31
CLM00000209|CLM-2024-9935662|POL0002230|2024-02-06|2024-03-15|2024-03-15|Theft|Theft related loss reported by policyholder|Denied|97491.27|||ADJ3135||N|N||N|2024-03-15|2024-08-21
CLM00000210|CLM-2024-3434852|POL0000601|2023-03-11|2023-04-05|2023-04-05|Theft|Theft related loss reported by policyholder|Settled|811.33|243.66|2023-10-30|ADJ4707|Initial inspection completed. Damage confirmed.|N|N||N|2023-04-05|2023-06-29
CLM00000211|CLM-2024-5728344|POL0001427|2023-05-03|2023-05-22|2023-05-22|Collision|Collision related loss reported by policyholder|Settled|125333.45|45294.57|2024-11-01|ADJ2840||N|N||N|2023-05-22|2023-08-05
CLM00000212|CLM-2024-8120734|POL0004284|2019-03-22|2019-04-22|2019-04-22|Flood|Flood related loss reported by policyholder|Withdrawn|33193.64|||ADJ2651|Documentation pending.|Y|N||N|2019-04-22|2019-05-19
CLM00000213|CLM-2024-9556026|POL0000734|2023-09-09|2023-09-19|2023-09-19|Fire|Fire related loss reported by policyholder|Open|49591.34|||ADJ6436||N|N||N|2023-09-19|2023-10-30
CLM00000214|CLM-2024-4529927|POL0004304|2022-12-09|2023-01-02|2023-01-02|Vandalism|Vandalism related loss reported by policyholder|Under Review|17649.04|||ADJ8716||N|N||N|2023-01-02|2023-02-02
CLM00000215|CLM-2024-2509414|POL0004752|2021-02-07|2021-03-18|2021-03-18|Wind/Hail|Wind/Hail related loss reported by policyholder|Denied|74760.7|||ADJ2837||N|N|Texas Winter Storm|N|2021-03-18|2021-08-02
