policy_id,policy_number,customer_id,agent_id,coverage_id,line_of_business,policy_status,effective_date,expiration_date,policy_term_months,annual_premium,monthly_premium,deductible,coverage_limit,payment_plan,cancellation_date,cancellation_reason,underwriting_score,risk_state,created_date,modified_date
"POL0000126","PC-AUT-136881","CUST001416","AGT00070","COV002","Auto","Active","2019-01-16","2021-01-05",24,7707.07,642.26,1000.00,1000000.00,"Semi-Annual",,,"681.0","MO","2019-01-16","2020-12-16"
"POL0000127","PC-AUT-183607","CUST001400","AGT00003","COV010","Auto","Active","2021-11-08","2022-11-03",12,7005.84,583.82,2500.00,500000.00,"Monthly",,,"616.0","TN","2021-11-08","2023-01-28"
"POL0000128","PC-HOM-651501","CUST000616","AGT00147","COV012","Homeowners","Pending Renewal","2019-07-01","2021-06-20",24,4521.08,376.76,1000.00,250000.00,"Monthly",,,"878.0","HI","2019-07-01","2021-06-21"
"POL0000129","PC-COM-580356","CUST000270","AGT00172","COV026","Commercial","Pending Renewal","2020-08-10","2021-08-05",12,8227.06,685.59,1000.00,500000.00,"Annual",,,"488.0","CA","2020-08-10","2022-04-28"
"POL0000130","PC-AUT-942041","CUST000191","AGT00027","COV009","Auto","Active","2021-12-21","2023-12-11",24,6879.34,573.28,250.00,1000000.00,"Semi-Annual",,,"984.0","TX","2021-12-21","2023-05-10"
"POL0000131","PC-COM-650663","CUST001383","AGT00041","COV025","Commercial","Suspended","2022-10-21","2024-10-10",24,41565.89,3463.82,250.00,50000.00,"Semi-Annual",,,"985.0","TX","2022-10-21","2023-11-19"
"POL0000132","PC-HOM-141247","CUST000433","AGT00127","COV011","Homeowners","Cancelled","2018-04-12","2019-04-07",12,7818.49,651.54,2500.00,250000.00,"Annual","2018-09-28","Insured Request","498.0","IN","2018-04-12","2018-11-19"
"POL0000133","PC-HOM-537865","CUST000039","AGT00196","COV013","Homeowners","Cancelled","2019-08-02","2021-07-22",24,4258.73,354.89,250.00,50000.00,"Monthly","2021-06-07","Move Out of State",,"CO","2019-08-02","2021-05-10"
"POL0000134","PC-AUT-173253","CUST001147","AGT00197","COV010","Auto","Cancelled","2019-09-09","2020-03-07",6,2068.66,172.39,5000.00,500000.00,"Monthly","2020-01-30","Fraud Suspected","955.0","NE","2019-09-09","2020-09-28"
"POL0000135","PC-AUT-394381","CUST001472","AGT00065","COV002","Auto","Expired","2019-11-18","2020-11-12",12,5511.27,459.27,250.00,250000.00,"Semi-Annual",,,"469.0","CO","2019-11-18","2021-04-25"
"POL0000136","PC-AUT-645053","CUST000825","AGT00093","COV005","Auto","Cancelled","2022-08-13","2024-08-02",24,2384.70,198.72,5000.00,50000.00,"Quarterly","2022-11-02","Non-Payment","582.0","TX","2022-08-13","2022-09-12"
"POL0000137","PC-AUT-292229","CUST001313","AGT00070","COV005","Auto","Pending Renewal","2021-10-19","2022-04-17",6,659.30,54.94,2500.00,100000.00,"Semi-Annual",,,"657.0","AZ","2021-10-19","2022-05-16"
"POL0000138","PC-HOM-700146","CUST001087","AGT00138","COV013","Homeowners","Expired","2018-05-09","2019-05-04",12,7563.95,630.33,2500.00,100000.00,"Annual",,,"924.0","KY","2018-05-09","2019-09-12"
"POL0000139","PC-COM-203333","CUST000554","AGT00029","COV026","Commercial","Active","2022-01-30","2023-01-25",12,72212.87,6017.74,2500.00,100000.00,"Monthly",,,"581.0","CO","2022-01-30","2023-08-07"
"POL0000140","PC-AUT-817075","CUST001833","AGT00121","COV002","Auto","Pending Renewal","2018-06-27","2019-06-22",12,6609.69,550.81,500.00,50000.00,"Semi-Annual",,,"902.0","FL","2018-06-27","2019-04-03"
"POL0000141","PC-AUT-196536","CUST001610","AGT00113","COV005","Auto","Active","2020-03-08","2022-02-26",24,5440.77,453.40,2500.00,100000.00,"Monthly",,,"726.0","PA","2020-03-08","2020-12-15"
"POL0000142","PC-HOM-270822","CUST000481","AGT00061","COV019","Homeowners","Cancelled","2020-05-18","2020-11-14",6,7900.74,658.39,2500.00,1000000.00,"Quarterly","2020-10-24","Fraud Suspected","843.0","TX","2020-05-18","2021-08-20"
"POL0000143","PC-COM-995766","CUST001708","AGT00187","COV021","Commercial","Active","2018-09-09","2019-09-04",12,6805.92,567.16,5000.00,50000.00,"Monthly",,,"599.0","WI","2018-09-09","2020-01-11"
"POL0000144","PC-AUT-912509","CUST001278","AGT00078","COV010","Auto","Active","2018-01-03","2018-07-02",6,1787.23,148.94,1000.00,250000.00,"Semi-Annual",,,"834.0","CA","2018-01-03","2019-06-04"
"POL0000145","PC-HOM-768075","CUST000971","AGT00013","COV014","Homeowners","Active","2021-12-03","2022-06-01",6,2177.25,181.44,2500.00,250000.00,"Monthly",,,"912.0","KY","2021-12-03","2023-07-03"
"POL0000146","PC-HOM-731472","CUST000148","AGT00056","COV012","Homeowners","Expired","2020-04-29","2022-04-19",24,5268.53,439.04,500.00,50000.00,"Semi-Annual",,,"678.0","MO","2020-04-29","2021-12-15"
"POL0000147","PC-AUT-818326","CUST001187","AGT00135","COV003","Auto","Suspended","2021-02-06","2022-02-01",12,4459.78,371.65,1000.00,250000.00,"Monthly",,,,"OH","2021-02-06","2022-02-17"
"POL0000148","PC-HOM-250273","CUST001493","AGT00121","COV016","Homeowners","Suspended","2021-12-15","2022-12-10",12,7583.28,631.94,1000.00,100000.00,"Annual",,,"993.0","NC","2021-12-15","2022-04-08"
"POL0000149","PC-AUT-271575","CUST001228","AGT00112","COV003","Auto","Cancelled","2018-12-21","2019-12-16",12,8325.56,693.80,1000.00,100000.00,"Quarterly","2019-02-27","Insured Request","664.0","MO","2018-12-21","2018-12-24"
"POL0000150","PC-HOM-258011","CUST000151","AGT00122","COV016","Homeowners","Pending Renewal","2022-02-22","2023-02-17",12,2282.56,190.21,2500.00,100000.00,"Semi-Annual",,,"983.0","CO","2022-02-22","2022-11-08"
"POL0000151","PC-COM-162273","CUST001511","AGT00020","COV025","Commercial","Active","2018-01-05","2018-12-31",12,73543.61,6128.63,250.00,50000.00,"Semi-Annual",,,"914.0","WA","2018-01-05","2018-11-24"
"POL0000152","PC-COM-742367","CUST000062","AGT00172","COV024","Commercial","Pending Renewal","2021-07-12","2022-01-08",6,49832.71,4152.73,500.00,100000.00,"Monthly",,,"798.0","AK","2021-07-12","2022-02-04"
"POL0000153","PC-AUT-678499","CUST001794","AGT00114","COV004","Auto","Pending Renewal","2020-12-15","2021-12-10",12,7033.39,586.12,5000.00,1000000.00,"Monthly",,,"615.0","FL","2020-12-15","2021-12-03"
"POL0000154","PC-AUT-465525","CUST001662","AGT00040","COV010","Auto","Suspended","2021-02-15","2022-02-10",12,8230.79,685.90,500.00,250000.00,"Annual",,,"787.0","NE","2021-02-15","2022-11-27"
"POL0000155","PC-AUT-707926","CUST001037","AGT00149","COV010","Auto","Active","2020-10-01","2022-09-21",24,6335.31,527.94,250.00,500000.00,"Monthly",,,"516.0","WA","2020-10-01","2022-06-04"
"POL0000156","PC-COM-160307","CUST001213","AGT00113","COV021","Commercial","Expired","2019-03-04","2020-02-27",12,14885.21,1240.43,2500.00,100000.00,"Semi-Annual",,,"759.0","AZ","2019-03-04","2021-01-10"
"POL0000157","PC-COM-945715","CUST000875","AGT00153","COV022","Commercial","Active","2018-06-30","2020-06-19",24,34815.21,2901.27,2500.00,500000.00,"Semi-Annual",,,"854.0","TX","2018-06-30","2020-03-07"
"POL0000158","PC-COM-551101","CUST001886","AGT00163","COV021","Commercial","Active","2018-05-19","2020-05-08",24,28198.45,2349.87,5000.00,100000.00,"Semi-Annual",,,"671.0","IL","2018-05-19","2019-05-24"
"POL0000159","PC-AUT-223049","CUST001316","AGT00068","COV010","Auto","Suspended","2018-03-29","2019-03-24",12,1678.44,139.87,500.00,100000.00,"Quarterly",,,"797.0","MN","2018-03-29","2020-03-07"
"POL0000160","PC-COM-963844","CUST001043","AGT00112","COV025","Commercial","Cancelled","2020-03-08","2021-03-03",12,9933.39,827.78,250.00,100000.00,"Semi-Annual","2021-02-15","Move Out of State","513.0","LA","2020-03-08","2021-01-10"
"POL0000161","PC-AUT-728535","CUST000678","AGT00099","COV009","Auto","Pending Renewal","2020-01-17","2021-01-11",12,1878.15,156.51,2500.00,100000.00,"Monthly",,,"608.0","CO","2020-01-17","2022-01-02"
"POL0000162","PC-HOM-984464","CUST000592","AGT00146","COV011","Homeowners","Active","2020-08-10","2021-02-06",6,4877.33,406.44,1000.00,1000000.00,"Annual",,,"706.0","CA","2020-08-10","2022-03-25"
"POL0000163","PC-COM-823607","CUST001498","AGT00092","COV025","Commercial","Expired","2018-11-26","2020-11-15",24,49075.72,4089.64,250.00,250000.00,"Monthly",,,"720.0","CA","2018-11-26","2019-10-09"
"POL0000164","PC-COM-933460","CUST000585","AGT00068","COV029","Commercial","Pending Renewal","2019-12-08","2020-12-02",12,29353.64,2446.14,2500.00,250000.00,"Monthly",,,"693.0","FL","2019-12-08","2021-01-12"
"POL0000165","PC-AUT-831522","CUST000978","AGT00086","COV001","Auto","Pending Renewal","2020-10-19","2021-10-14",12,4097.85,341.49,2500.00,50000.00,"Quarterly",,,"544.0","CA","2020-10-19","2021-06-18"
"POL0000166","PC-AUT-997651","CUST000255","AGT00136","COV001","Auto","Active","2020-10-14","2021-10-09",12,1500.07,125.01,2500.00,1000000.00,"Monthly",,,"461.0","KY","2020-10-14","2022-09-23"
"POL0000167","PC-COM-351993","CUST001985","AGT00157","COV029","Commercial","Active","2019-05-14","2021-05-03",24,67489.70,5624.14,2500.00,1000000.00,"Annual",,,"766.0","CA","2019-05-14","2020-08-01"
"POL0000168","PC-AUT-907710","CUST001649","AGT00176","COV003","Auto","Cancelled","2020-10-16","2021-04-14",6,7466.07,622.17,250.00,250000.00,"Quarterly","2021-02-26","Move Out of State",,"FL","2020-10-16","2021-10-05"
"POL0000169","PC-AUT-455172","CUST001411","AGT00061","COV003","Auto","Expired","2022-11-10","2023-11-05",12,2474.71,206.23,500.00,100000.00,"Annual",,,"846.0","OK","2022-11-10","2024-05-11"
"POL0000170","PC-HOM-154311","CUST000134","AGT00157","COV015","Homeowners","Cancelled","2019-01-24","2019-07-23",6,5713.23,476.10,250.00,250000.00,"Monthly","2019-04-14","Insured Request","811.0","LA","2019-01-24","2019-12-24"
"POL0000171","PC-AUT-980257","CUST000884","AGT00060","COV010","Auto","Suspended","2019-12-17","2020-06-14",6,5241.67,436.81,2500.00,50000.00,"Annual",,,"413.0","TX","2019-12-17","2021-05-31"
"POL0000172","PC-COM-820199","CUST000768","AGT00164","COV024","Commercial","Active","2021-12-14","2022-06-12",6,6660.80,555.07,5000.00,100000.00,"Monthly",,,"425.0","FL","2021-12-14","2022-02-22"
"POL0000173","PC-HOM-731763","CUST001154","AGT00165","COV016","Homeowners","Pending Renewal","2021-01-21","2022-01-16",12,7602.24,633.52,5000.00,500000.00,"Semi-Annual",,,"996.0","NC","2021-01-21","2022-09-03"
"POL0000174","PC-AUT-476620","CUST000100","AGT00091","COV001","Auto","Expired","2021-02-05","2022-01-31",12,856.90,71.41,2500.00,50000.00,"Monthly",,,"914.0","OH","2021-02-05","2021-05-25"
"POL0000175","PC-AUT-694812","CUST000933","AGT00092","COV003","Auto","Expired","2018-04-20","2019-04-15",12,6083.72,506.98,1000.00,1000000.00,"Monthly",,,"940.0","AZ","2018-04-20","2019-11-02"
"POL0000176","PC-HOM-470366","CUST001328","AGT00132","COV015","Homeowners","Active","2021-05-01","2021-10-28",6,4803.27,400.27,250.00,1000000.00,"Semi-Annual",,,"838.0","NE","2021-05-01","2023-02-16"
"POL0000177","PC-AUT-518497","CUST001445","AGT00044","COV007","Auto","Pending Renewal","2020-11-11","2021-11-06",12,2879.03,239.92,500.00,50000.00,"Annual",,,"744.0","NV","2020-11-11","2021-12-17"
"POL0000178","PC-AUT-245257","CUST000581","AGT00192","COV005","Auto","Suspended","2021-07-06","2022-07-01",12,7460.00,621.67,500.00,250000.00,"Annual",,,"499.0","AZ","2021-07-06","2022-08-14"
"POL0000179","PC-HOM-465855","CUST000312","AGT00006","COV018","Homeowners","Active","2022-09-09","2023-09-04",12,7256.17,604.68,5000.00,250000.00,"Quarterly",,,"429.0","TX","2022-09-09","2023-12-21"
"POL0000180","PC-COM-711988","CUST000476","AGT00172","COV024","Commercial","Active","2021-01-06","2022-01-01",12,62303.84,5191.99,1000.00,500000.00,"Quarterly",,,"654.0","IN","2021-01-06","2022-04-23"
"POL0000181","PC-AUT-867481","CUST001381","AGT00111","COV001","Auto","Active","2019-10-29","2020-10-23",12,1069.46,89.12,250.00,1000000.00,"Annual",,,"980.0","CA","2019-10-29","2020-03-18"
"POL0000182","PC-COM-296389","CUST001420","AGT00192","COV025","Commercial","Active","2020-10-15","2021-10-10",12,68377.61,5698.13,500.00,100000.00,"Annual",,,"715.0","TX","2020-10-15","2020-12-30"
"POL0000183","PC-AUT-571878","CUST001903","AGT00180","COV003","Auto","Suspended","2021-08-20","2022-08-15",12,6571.51,547.63,5000.00,50000.00,"Semi-Annual",,,"896.0","CA","2021-08-20","2021-08-27"
"POL0000184","PC-AUT-317354","CUST000218","AGT00109","COV002","Auto","Active","2020-01-28","2021-01-22",12,2424.11,202.01,500.00,100000.00,"Semi-Annual",,,"413.0","NC","2020-01-28","2021-04-25"
"POL0000185","PC-HOM-897350","CUST000140","AGT00010","COV013","Homeowners","Cancelled","2020-05-03","2021-04-28",12,3667.63,305.64,1000.00,1000000.00,"Annual","2020-12-20","Fraud Suspected","965.0","IL","2020-05-03","2020-06-22"
"POL0000186","PC-HOM-197024","CUST000436","AGT00088","COV016","Homeowners","Active","2021-01-20","2022-01-15",12,3053.77,254.48,1000.00,100000.00,"Monthly",,,"454.0","TX","2021-01-20","2021-12-27"
"POL0000187","PC-COM-749302","CUST001014","AGT00030","COV026","Commercial","Active","2021-02-20","2021-08-19",6,72180.64,6015.05,1000.00,1000000.00,"Monthly",,,"680.0","CA","2021-02-20","2022-02-10"
"POL0000188","PC-AUT-364804","CUST000594","AGT00131","COV005","Auto","Suspended","2020-05-25","2021-05-20",12,1150.52,95.88,250.00,50000.00,"Annual",,,"749.0","AZ","2020-05-25","2021-06-01"
"POL0000189","PC-COM-998285","CUST001643","AGT00088","COV034","Commercial","Suspended","2020-03-21","2021-03-16",12,33258.30,2771.53,1000.00,100000.00,"Monthly",,,"697.0","IN","2020-03-21","2021-08-12"
"POL0000190","PC-COM-395250","CUST001107","AGT00037","COV025","Commercial","Cancelled","2020-01-09","2021-01-03",12,47134.71,3927.89,500.00,1000000.00,"Annual","2020-06-04","Underwriting",,"CA","2020-01-09","2020-07-12"
"POL0000191","PC-AUT-201391","CUST001961","AGT00109","COV009","Auto","Expired","2019-07-06","2020-06-30",12,5372.62,447.72,500.00,1000000.00,"Monthly",,,"801.0","IN","2019-07-06","2020-08-22"
"POL0000192","PC-AUT-180984","CUST001806","AGT00057","COV007","Auto","Cancelled","2018-05-03","2020-04-22",24,6490.12,540.84,1000.00,500000.00,"Annual","2018-08-25","Insured Request","769.0","TX","2018-05-03","2019-07-31"
"POL0000193","PC-AUT-970778","CUST000143","AGT00056","COV003","Auto","Expired","2020-11-03","2021-10-29",12,4246.05,353.84,2500.00,100000.00,"Semi-Annual",,,"867.0","IN","2020-11-03","2022-07-31"
"POL0000194","PC-AUT-647609","CUST000829","AGT00097","COV010","Auto","Suspended","2018-06-05","2019-05-31",12,4916.28,409.69,5000.00,250000.00,"Semi-Annual",,,"754.0","CA","2018-06-05","2019-01-11"
"POL0000195","PC-HOM-304793","CUST001610","AGT00137","COV019","Homeowners","Pending Renewal","2018-01-31","2019-01-26",12,2890.30,240.86,500.00,1000000.00,"Monthly",,,"862.0","TX","2018-01-31","2019-06-13"
"POL0000196","PC-HOM-503560","CUST001359","AGT00144","COV018","Homeowners","Pending Renewal","2020-06-18","2021-06-13",12,5177.14,431.43,500.00,250000.00,"Quarterly",,,"456.0","FL","2020-06-18","2021-05-20"
"POL0000197","PC-AUT-403450","CUST001125","AGT00104","COV002","Auto","Cancelled","2018-03-18","2020-03-07",24,2511.68,209.31,500.00,1000000.00,"Monthly","2020-02-24","Insured Request","999.0","CA","2018-03-18","2019-01-30"
"POL0000198","PC-HOM-972410","CUST000671","AGT00190","COV011","Homeowners","Active","2020-05-22","2020-11-18",6,5833.82,486.15,2500.00,250000.00,"Monthly",,,,"CA","2020-05-22","2021-03-29"
"POL0000199","PC-HOM-121045","CUST000476","AGT00102","COV016","Homeowners","Pending Renewal","2019-05-18","2020-05-12",12,5981.67,498.47,2500.00,1000000.00,"Annual",,,"583.0","CO","2019-05-18","2020-08-05"
"POL0000200","PC-AUT-383250","CUST001631","AGT00176","COV009","Auto","Cancelled","2018-06-06","2019-06-01",12,7536.83,628.07,250.00,100000.00,"Quarterly","2019-02-08","Move Out of State","886.0","AZ","2018-06-06","2020-03-11"
"POL0000201","PC-COM-773556","CUST001920","AGT00188","COV026","Commercial","Active","2018-02-01","2018-07-31",6,37548.31,3129.03,1000.00,250000.00,"Annual",,,"893.0","OK","2018-02-01","2019-09-20"
"POL0000202","PC-HOM-502297","CUST000616","AGT00011","COV012","Homeowners","Cancelled","2021-04-07","2022-04-02",12,3047.82,253.99,2500.00,100000.00,"Monthly","2022-01-11","Insured Request","955.0","NM","2021-04-07","2022-06-17"
"POL0000203","PC-AUT-501205","CUST001375","AGT00154","COV001","Auto","Active","2019-06-11","2021-05-31",24,7647.84,637.32,1000.00,1000000.00,"Semi-Annual",,,"470.0","GA","2019-06-11","2021-06-10"
"POL0000204","PC-AUT-426872","CUST000060","AGT00109","COV004","Auto","Active","2022-08-13","2023-02-09",6,4090.97,340.91,1000.00,250000.00,"Quarterly",,,,"NY","2022-08-13","2023-04-11"
"POL0000205","PC-AUT-806817","CUST001610","AGT00175","COV001","Auto","Active","2021-10-07","2022-10-02",12,2519.90,209.99,250.00,1000000.00,"Annual",,,"527.0","NC","2021-10-07","2023-02-09"
"POL0000206","PC-AUT-849204","CUST000770","AGT00131","COV004","Auto","Active","2018-02-28","2018-08-27",6,4393.14,366.10,500.00,100000.00,"Semi-Annual",,,"644.0","NE","2018-02-28","2018-10-13"
"POL0000207","PC-COM-147023","CUST000013","AGT00166","COV026","Commercial","Expired","2018-05-02","2019-04-27",12,62673.85,5222.82,250.00,250000.00,"Monthly",,,"795.0","IN","2018-05-02","2019-05-02"
"POL0000208","PC-AUT-372814","CUST000132","AGT00059","COV007","Auto","Suspended","2018-12-03","2019-11-28",12,6536.73,544.73,250.00,250000.00,"Semi-Annual",,,"774.0","FL","2018-12-03","2020-03-26"
"POL0000209","PC-AUT-410355","CUST000444","AGT00121","COV005","Auto","Active","2018-07-17","2019-07-12",12,5884.08,490.34,250.00,500000.00,"Annual",,,"844.0","CA","2018-07-17","2018-08-12"
"POL0000210","PC-COM-220013","CUST000589","AGT00111","COV022","Commercial","Active","2019-06-07","2020-06-01",12,53147.96,4429.00,1000.00,50000.00,"Annual",,,"648.0","TX","2019-06-07","2021-02-25"
"POL0000211","PC-AUT-772041","CUST000130","AGT00046","COV004","Auto","Suspended","2020-01-22","2021-01-16",12,2914.81,242.90,1000.00,250000.00,"Semi-Annual",,,,"CA","2020-01-22","2020-03-03"
"POL0000212","PC-AUT-477487","CUST001904","AGT00133","COV009","Auto","Active","2021-01-10","2022-01-05",12,1754.76,146.23,5000.00,1000000.00,"Semi-Annual",,,"608.0","OH","2021-01-10","2022-11-02"
"POL0000213","PC-HOM-606029","CUST000098","AGT00139","COV015","Homeowners","Active","2022-11-30","2023-11-25",12,1660.44,138.37,1000.00,100000.00,"Monthly",,,,"CO","2022-11-30","2024-08-28"
"POL0000214","PC-COM-556801","CUST000593","AGT00153","COV025","Commercial","Cancelled","2020-03-26","2021-03-21",12,24971.98,2081.00,500.00,500000.00,"Monthly","2021-03-07","Underwriting","925.0","AZ","2020-03-26","2021-06-02"
"POL0000215","PC-HOM-757884","CUST001396","AGT00070","COV019","Homeowners","Active","2019-03-07","2019-09-03",6,6355.07,529.59,500.00,1000000.00,"Monthly",,,"530.0","OR","2019-03-07","2019-10-08"
"POL0000216","PC-HOM-402537","CUST001384","AGT00093","COV013","Homeowners","Expired","2019-09-10","2020-03-08",6,6370.46,530.87,2500.00,250000.00,"Monthly",,,"743.0","NC","2019-09-10","2021-03-02"
"POL0000217","PC-AUT-325580","CUST000001","AGT00177","COV009","Auto","Active","2019-02-15","2021-02-04",24,3332.34,277.69,500.00,250000.00,"Semi-Annual",,,"693.0","KY","2019-02-15","2020-01-28"
"POL0000218","PC-AUT-540377","CUST000523","AGT00006","COV002","Auto","Pending Renewal","2018-05-10","2019-05-05",12,1985.11,165.43,2500.00,1000000.00,"Monthly",,,"788.0","HI","2018-05-10","2019-12-09"
"POL0000219","PC-AUT-148679","CUST001400","AGT00022","COV005","Auto","Cancelled","2018-07-28","2019-07-23",12,4254.18,354.52,250.00,100000.00,"Annual","2018-09-04","Move Out of State","507.0","TX","2018-07-28","2019-01-27"
"POL0000220","PC-AUT-636896","CUST001871","AGT00038","COV003","Auto","Cancelled","2021-04-07","2022-04-02",12,8185.53,682.13,500.00,100000.00,"Monthly","2021-12-06","Move Out of State","498.0","OR","2021-04-07","2021-12-28"
"POL0000221","PC-AUT-879952","CUST001108","AGT00036","COV005","Auto","Suspended","2018-12-03","2019-11-28",12,7032.60,586.05,250.00,250000.00,"Quarterly",,,"822.0","TN","2018-12-03","2019-06-28"
"POL0000222","PC-COM-612228","CUST001802","AGT00126","COV021","Commercial","Active","2021-08-16","2022-08-11",12,21467.06,1788.92,2500.00,1000000.00,"Monthly",,,"802.0","IL","2021-08-16","2021-11-04"
